sexo;nacionalidad;comuna;provincia;region;carrera;escuela;facultad;campus
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CERRO NAVIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN RAMON;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RENGO;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEUMO;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;ÑUÑOA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN JOAQUIN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PAINE;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;FLORIDA;CONCEPCION;REGION DEL BÍO-BÍO;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CERRO NAVIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;EL MONTE;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CERRO NAVIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEÑAFLOR;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CERRILLOS;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;TILCOCO;CACHAPOAL;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN JOAQUIN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LO PRADO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;EXTRANJERA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;ÑUÑOA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;RECOLETA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;HUECHURABA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LO ESPEJO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LO BARNECHEA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;BUIN;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEÑAFLOR;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN FERNANDO;COLCHAGUA;REGION DEL LIB. GRAL. BERNARDO OHIGGINS;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEÑALOLEN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;VALLENAR;HUASCO;REGION DE ATACAMA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;TALAGANTE;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN RAMON;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEÑAFLOR;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MELIPILLA;MELIPILLA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;BUIN;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA PINTANA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN JOAQUIN;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;RENCA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;EXTRANJERA;PUDAHUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MACUL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CERRO NAVIA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA GRANJA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA FLORIDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;SANTIAGO;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;QUILICURA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PEDRO AGUIRRE CERDA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;CONCHALI;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;SAN BERNARDO;MAIPO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;MAIPU;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LA CISTERNA;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;ESTACION CENTRAL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Femenino;CHILENA;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL MONTE;TALAGANTE;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;EXTRANJERA;SAN MIGUEL;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;EL BOSQUE;SANTIAGO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
Masculino;CHILENA;LAMPA;CHACABUCO;REGION METROPOLITANA;INGENIERIA EN INFORMATICA;ESCUELA DE INFORMÁTICA;FACULTAD DE INGENIERÍA;MACUL
